trial	benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op
13	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.525502
14	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.418083
15	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.096117
16	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	90.976800
17	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.421100
18	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	93.760974
19	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	93.660924
20	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	93.438272
21	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	93.524288
22	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	93.486654
23	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.114706
24	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.333564
25	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.023707
26	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.357900
27	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.018651
28	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.041694
29	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.029899
30	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.099609	1	8000	91.191947
1	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.800477
2	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.589328
3	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.629924
4	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.598889
5	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.632772
6	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.536014
7	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.862713
8	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.816432
9	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.844141
10	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.896625
11	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.825974
12	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.863003
13	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.795954
14	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.884714
15	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.855545
16	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.899432
17	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.927202
18	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	100.002145
19	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.987470
20	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.859737
21	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.814399
22	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.783229
23	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.900814
24	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.849785
25	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.869395
26	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	98.087174
27	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	98.053876
28	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.878944
29	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.829788
30	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.250000	1	8000	97.809880
1	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.725696
2	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.886067
3	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.826715
4	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.647186
5	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.789986
6	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.658739
7	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	109.005999
8	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.766778
9	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.841491
10	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.778623
11	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.500000	1	8000	108.789572
