benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	push_iterations	remove_next_iterations	remove_prev_iterations
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4901.272399	1.007208	1.039420	1.052278
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4970.159316	1.007861	1.036985	1.051370
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4958.364319	1.007907	1.038322	1.053799
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4961.499889	1.007441	1.037433	1.048181
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4938.444159	1.007436	1.037548	1.049997
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4910.693414	1.007036	1.038285	1.051391
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4898.966640	1.007456	1.038342	1.051709
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4968.513601	1.007333	1.037679	1.051212
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4974.234929	1.007559	1.038528	1.050716
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4877.514780	1.007172	1.038473	1.050880
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4921.489959	1.007319	1.037921	1.049828
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4932.587965	1.007476	1.037562	1.049647
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4973.840205	1.007368	1.037602	1.050699
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4972.711676	1.006887	1.037685	1.050023
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4914.662882	1.007204	1.040082	1.051106
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4955.010610	1.007253	1.037571	1.051419
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	8864.486840	1.009180	1.030059	1.037542
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9176.152578	1.008546	1.026106	1.033576
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9154.548240	1.008200	1.024256	1.033876
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9156.988444	1.008313	1.025658	1.036431
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9194.446235	1.009036	1.023809	1.032357
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9197.337616	1.009221	1.024611	1.033707
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9196.462108	1.008479	1.026122	1.035348
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9184.969054	1.008337	1.025939	1.035543
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9207.507876	1.008995	1.024737	1.033459
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9188.914462	1.008580	1.025067	1.035729
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9191.583459	1.008742	1.024918	1.035081
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9216.236342	1.008590	1.025620	1.034776
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9202.514955	1.009048	1.026076	1.034156
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9186.722657	1.008278	1.025029	1.034178
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9111.800732	1.009081	1.026300	1.034442
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9157.180871	1.008097	1.025833	1.033272
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9078.811539	1.008105	1.024649	1.034371
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9136.749066	1.008707	1.025261	1.034359
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9201.264396	1.009257	1.025639	1.034656
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9166.502568	1.008378	1.025266	1.035859
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9211.005586	1.008727	1.026088	1.036422
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9168.651126	1.008776	1.026772	1.035529
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9199.082322	1.008681	1.024717	1.034467
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9122.083719	1.008785	1.025814	1.034219
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9176.322218	1.008871	1.025821	1.035003
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9174.334508	1.008778	1.025349	1.035675
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9171.492655	1.008522	1.024368	1.033138
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9167.608809	1.009053	1.025492	1.034205
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9159.781775	1.008939	1.027326	1.035016
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9175.920045	1.008984	1.025900	1.036451
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13454.158987	1.009353	1.023360	1.029309
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14276.008356	1.008598	1.018773	1.025854
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14266.776903	1.008046	1.018873	1.025543
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14253.483227	1.008834	1.018481	1.024588
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14275.902045	1.008388	1.019430	1.024778
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14237.402772	1.009010	1.019522	1.026074
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14233.984258	1.008661	1.017773	1.023743
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14313.294919	1.009147	1.018300	1.024573
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14279.301837	1.009224	1.017896	1.024405
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14248.722829	1.008914	1.018184	1.024622
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14196.110918	1.008816	1.019007	1.026930
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14256.825687	1.009198	1.018614	1.025134
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14261.784352	1.008879	1.018543	1.025032
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14286.351202	1.008185	1.018037	1.024281
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14236.403925	1.008934	1.018290	1.024105
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14224.862786	1.008733	1.019009	1.025614
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14284.185061	1.008133	1.019190	1.025126
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14306.837774	1.009118	1.018700	1.026426
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14286.073109	1.008944	1.019490	1.025081
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14288.450545	1.009420	1.019549	1.026396
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14288.270337	1.008617	1.018957	1.027250
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14279.226618	1.008946	1.018281	1.024645
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14180.231352	1.009615	1.018732	1.024763
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14210.329021	1.009495	1.019429	1.025545
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14227.818492	1.008926	1.018797	1.025222
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14314.140162	1.008206	1.019717	1.026028
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14269.945883	1.008518	1.018016	1.026116
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14235.532965	1.008806	1.019075	1.024712
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14250.869134	1.009250	1.019124	1.025909
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	14214.463997	1.009136	1.017740	1.025555
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	23751.651930	1.013018	1.023448	1.024188
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27515.072905	1.015136	1.014730	1.015911
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27821.195461	1.015858	1.016100	1.015395
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27928.111602	1.019437	1.011750	1.015705
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	28017.198305	1.019456	1.011548	1.014819
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27979.147295	1.019121	1.011571	1.015404
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27923.803058	1.019816	1.012350	1.016076
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27873.837203	1.018892	1.012179	1.015802
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	28018.422761	1.018885	1.011860	1.015575
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	27929.130914	1.019448	1.012504	1.016743
