benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	push_iterations	remove_next_iterations	remove_prev_iterations
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5669.112428	1.008668	1.066064	1.068996
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5697.975159	1.009294	1.066780	1.070537
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5529.049014	1.008925	1.068002	1.069943
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5570.443073	1.008807	1.068535	1.072421
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5599.233903	1.009097	1.067728	1.071602
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5600.192379	1.008966	1.068167	1.068779
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5587.473586	1.008814	1.067592	1.070288
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5563.088647	1.010117	1.067487	1.070738
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5574.175800	1.009447	1.069368	1.073117
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5596.507970	1.009979	1.067344	1.069113
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5590.059261	1.009125	1.067701	1.069859
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5581.462628	1.008326	1.067729	1.069584
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9352.017299	1.009076	1.048151	1.051780
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9448.413356	1.012137	1.047919	1.051508
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9298.136276	1.010232	1.048563	1.051354
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9254.987334	1.008713	1.047128	1.053200
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9305.135362	1.009693	1.049911	1.051842
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9411.061900	1.010499	1.049358	1.051820
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9253.534978	1.009906	1.050003	1.052692
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9171.574427	1.007965	1.048878	1.051959
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9266.216723	1.009050	1.049012	1.051933
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9258.012563	1.010262	1.049616	1.051946
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9304.470651	1.010263	1.049469	1.052720
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9292.186890	1.009975	1.049948	1.052113
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9309.763932	1.009348	1.048784	1.054781
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9217.236141	1.008926	1.049920	1.053043
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9257.230505	1.009274	1.048489	1.052185
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9291.888875	1.009997	1.049204	1.050985
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9213.933424	1.008903	1.050277	1.054887
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9118.349751	1.009828	1.048712	1.052211
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9282.787832	1.008865	1.050385	1.054407
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9323.959707	1.009083	1.049295	1.051219
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9198.059581	1.010189	1.049528	1.051966
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9174.278063	1.009022	1.050998	1.052907
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9230.933854	1.009467	1.047491	1.051442
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9215.359984	1.008709	1.047957	1.051342
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9547.951605	1.011866	1.050632	1.052864
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9472.267164	1.010084	1.047042	1.050059
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9208.910635	1.008894	1.051790	1.054856
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9182.129083	1.009255	1.049179	1.053162
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9191.848310	1.009472	1.048673	1.051441
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	24	8000	9121.147775	1.009853	1.051065	1.051986
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13941.359251	1.010254	1.036224	1.041514
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13769.299019	1.009711	1.036222	1.040697
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13753.600179	1.010655	1.037684	1.040356
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13711.170266	1.010181	1.038371	1.045141
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13707.324638	1.011855	1.038220	1.042809
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13669.668174	1.011462	1.036272	1.042485
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13681.220786	1.011644	1.037799	1.041537
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13687.893941	1.011085	1.035891	1.041599
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13664.433059	1.010699	1.037115	1.042305
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13729.842592	1.010267	1.036966	1.041393
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13700.911028	1.011227	1.036787	1.041805
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13715.034367	1.009613	1.036266	1.040560
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13754.858696	1.010328	1.037296	1.042034
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13678.266819	1.010511	1.037691	1.042054
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13724.485550	1.011166	1.035806	1.040541
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13713.189508	1.011365	1.037803	1.042246
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13757.627782	1.010670	1.037488	1.040619
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13661.801270	1.012143	1.036753	1.040824
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13648.206047	1.010774	1.038730	1.041958
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13763.244577	1.012762	1.037197	1.040628
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13726.664408	1.013005	1.037063	1.041116
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13778.878113	1.011951	1.036106	1.040217
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13723.989629	1.011379	1.038447	1.042517
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13717.359159	1.011661	1.036124	1.039424
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13743.045795	1.012792	1.036435	1.038434
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13734.143136	1.011093	1.035660	1.041258
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13687.749311	1.011682	1.036985	1.040966
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13689.391345	1.013730	1.037819	1.041386
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13757.280668	1.012181	1.036735	1.040313
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	32	8000	13770.829258	1.011685	1.036159	1.039747
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24353.770621	1.013784	1.024299	1.032000
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24480.462281	1.013633	1.026230	1.033132
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24473.907180	1.015011	1.022901	1.029457
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24230.694521	1.014243	1.024319	1.029631
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24268.389127	1.012923	1.026344	1.032746
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24204.741251	1.013210	1.023857	1.030761
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	48	8000	24220.682321	1.013939	1.024363	1.031477
